campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,gender,shopping
[ALC] Feed Chegada do Papai Noel,120234468753100087,OUTCOME_AWARENESS,2025-10-23,901,621,1.450886,3,0.332963,0.546667,1.8202,1.64,2.0,0,0.82,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.82,0.0,0,0,2.0,0,0.82,0,0,0,0.0,0,0,0.0,0,0,1.0,,,,,,,2.0,unknown,CS
[ALC] Reels Papai Noel,120234468893970087,OUTCOME_AWARENESS,2025-10-23,31914,31914,1.0,77,0.241273,0.701558,1.692674,54.02,45.0,0,1.200444,12.0,0,4.501667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1370.0,0,0.039431,15.0,0,0,1370.0,0,0.039431,0,0,0,0.0,0,0,0.0,0,0,1787.0,871.0,527.0,382.0,,,,45.0,female,CS
[ALC] Reels Papai Noel,120234468893970087,OUTCOME_AWARENESS,2025-10-23,27379,26501,1.033131,32,0.116878,1.424063,1.664414,45.57,19.0,0,2.398421,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,959.0,0,0.047518,3.0,0,0,959.0,0,0.047518,0,0,0,0.0,0,0,0.0,0,0,1342.0,601.0,361.0,260.0,,,,19.0,male,CS
[ALC] Reels Papai Noel,120234468893970087,OUTCOME_AWARENESS,2025-10-23,218,216,1.009259,0,0.0,0.0,1.651376,0.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,0.06,0.0,0,0,6.0,0,0.06,0,0,0,0.0,0,0,0.0,0,0,9.0,3.0,3.0,2.0,,,,0.0,unknown,CS
ALC Continente Night RUN - Vendas!,120232284160870087,OUTCOME_AWARENESS,2025-11-01,121609,83485,1.456657,176,0.144726,1.06733,1.544705,187.85,136.0,0,1.38125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,288.0,0,0.652257,8.0,0,0,288.0,0,0.652257,0,0,0,0.0,0,0,0.0,0,0,97.0,40.0,18.0,6.0,,,,136.0,female,CS
ALC Continente Night RUN - Vendas!,120232284160870087,OUTCOME_AWARENESS,2025-11-01,163370,109860,1.487074,290,0.177511,0.861931,1.530024,249.96,209.0,0,1.195981,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,490.0,0,0.510122,11.0,0,0,490.0,0,0.510122,0,0,0,0.0,0,0,0.0,0,0,180.0,64.0,32.0,20.0,,,,209.0,male,CS
ALC Continente Night RUN - Vendas!,120232284160870087,OUTCOME_AWARENESS,2025-11-01,1630,1243,1.311344,4,0.245399,0.585,1.435583,2.34,3.0,0,0.78,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.26,0.0,0,0,9.0,0,0.26,0,0,0,0.0,0,0,0.0,0,0,4.0,1.0,,,,,,3.0,unknown,CS
ALC GIFT CARD,120232929013550087,OUTCOME_AWARENESS,2025-11-01,26597,22054,1.205994,43,0.161672,0.885814,1.432116,38.09,14.0,0,2.720714,4.0,0,9.5225,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1502.0,0,0.02536,3.0,0,0,1502.0,0,0.02536,0,0,0,0.0,0,0,0.0,0,0,220.0,72.0,41.0,30.0,,,,14.0,female,CS
ALC GIFT CARD,120232929013550087,OUTCOME_AWARENESS,2025-11-01,26955,21903,1.230653,42,0.155815,0.909286,1.416806,38.19,12.0,0,3.1825,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1669.0,0,0.022882,10.0,0,0,1669.0,0,0.022882,0,0,0,0.0,0,0,0.0,0,0,220.0,75.0,38.0,26.0,,,,12.0,male,CS
ALC GIFT CARD,120232929013550087,OUTCOME_AWARENESS,2025-11-01,160,136,1.176471,0,0.0,0.0,2.0625,0.33,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.036667,0.0,0,0,9.0,0,0.036667,0,0,0,0.0,0,0,0.0,0,0,1.0,1.0,1.0,1.0,,,,0.0,unknown,CS
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-11-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,female,CS
[ALC] Corrida Final,120235177303150087,OUTCOME_AWARENESS,2025-11-01,67864,63250,1.072949,83,0.122303,1.189639,1.454969,98.74,61.0,0,1.618689,1.0,0,98.74,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,62.0,0,1.592581,1.0,0,0,62.0,0,1.592581,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,61.0,female,CS
[ALC] Corrida Final,120235177303150087,OUTCOME_AWARENESS,2025-11-01,68804,65407,1.051936,100,0.14534,1.0001,1.453549,100.01,77.0,0,1.298831,1.0,0,100.01,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,80.0,0,1.250125,3.0,0,0,80.0,0,1.250125,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,77.0,male,CS
[ALC] Corrida Final,120235177303150087,OUTCOME_AWARENESS,2025-11-01,533,506,1.05336,3,0.562852,0.28,1.575985,0.84,1.0,0,0.84,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.42,1.0,0,0,2.0,0,0.42,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1.0,unknown,CS
[TFG] Corrida Story Final,120235177716760087,LINK_CLICKS,2025-11-01,16741,14372,1.164834,270,1.612807,0.272148,4.389224,73.48,210.0,0,0.349905,74.0,0,0.992973,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,274.0,0,0.268175,36.0,0,0,274.0,0,0.268175,0,0,0,0.0,0,0,0.0,0,0,43.0,18.0,13.0,11.0,,,,210.0,female,CS
[TFG] Corrida Story Final,120235177716760087,LINK_CLICKS,2025-11-01,21187,16756,1.264443,254,1.198848,0.311339,3.732477,79.08,220.0,0,0.359455,66.0,0,1.198182,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,295.0,0,0.268068,22.0,0,0,295.0,0,0.268068,0,0,0,0.0,0,0,0.0,0,0,75.0,36.0,26.0,16.0,,,,220.0,male,CS
[TFG] Corrida Story Final,120235177716760087,LINK_CLICKS,2025-11-01,201,176,1.142045,5,2.487562,0.118,2.935323,0.59,2.0,0,0.295,2.0,0,0.295,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.1475,1.0,0,0,4.0,0,0.1475,0,0,0,0.0,0,0,0.0,0,0,1.0,1.0,1.0,,,,,2.0,unknown,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-11-01,137388,79696,1.723901,239,0.17396,0.926527,1.611786,221.44,174.0,0,1.272644,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,790.0,0,0.280304,24.0,0,0,790.0,0,0.280304,0,0,0,0.0,0,0,0.0,0,0,2609.0,667.0,339.0,247.0,,,,174.0,female,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-11-01,261200,134599,1.940579,343,0.131317,1.233878,1.620291,423.22,209.0,0,2.024976,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1589.0,0,0.266344,56.0,0,0,1590.0,0,0.266176,0,0,0,0.0,0,0,0.0,0,0,5952.0,1633.0,888.0,628.0,,,,208.0,male,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-11-01,2749,2032,1.352854,2,0.072754,2.04,1.484176,4.08,1.0,0,4.08,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.370909,0.0,0,0,11.0,0,0.370909,0,0,0,0.0,0,0,0.0,0,0,35.0,9.0,7.0,3.0,,,,1.0,unknown,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-11-01,103141,38832,2.656083,1559,1.511523,0.252996,3.824085,394.42,1056.0,0,0.373504,5.0,0,78.884,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5114.0,0,0.077126,196.0,0,0,5114.0,0,0.077126,0,0,0,0.0,0,0,0.0,0,0,10077.0,4077.0,2336.0,1520.0,,,,1056.0,female,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-11-01,112454,39169,2.870995,1348,1.198712,0.260512,3.122788,351.17,945.0,0,0.371608,9.0,0,39.018889,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4489.0,0,0.078229,117.0,0,0,4490.0,0,0.078212,0,0,0,0.0,0,0,0.0,0,0,9485.0,3762.0,2096.0,1408.0,,,,945.0,male,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-11-01,1563,1141,1.369851,21,1.34357,0.223333,3.00064,4.69,11.0,0,0.426364,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,44.0,0,0.106591,1.0,0,0,44.0,0,0.106591,0,0,0,0.0,0,0,0.0,0,0,105.0,35.0,22.0,18.0,,,,11.0,unknown,CS
[ALC] Pandora Black Friday,120235312805230087,OUTCOME_AWARENESS,2025-11-01,37882,28059,1.350084,58,0.153107,0.999483,1.530278,57.97,13.0,0,4.459231,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1342.0,0,0.043197,1.0,0,0,1342.0,0,0.043197,0,0,0,0.0,0,0,0.0,0,0,1511.0,590.0,334.0,218.0,,,,13.0,female,CS
[ALC] Pandora Black Friday,120235312805230087,OUTCOME_AWARENESS,2025-11-01,27586,22094,1.248574,28,0.101501,1.476071,1.498224,41.33,11.0,0,3.757273,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,952.0,0,0.043414,5.0,0,0,952.0,0,0.043414,0,0,0,0.0,0,0,0.0,0,0,1048.0,384.0,213.0,151.0,,,,11.0,male,CS
[ALC] Pandora Black Friday,120235312805230087,OUTCOME_AWARENESS,2025-11-01,329,267,1.23221,0,0.0,0.0,1.702128,0.56,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,0,0.046667,0.0,0,0,12.0,0,0.046667,0,0,0,0.0,0,0,0.0,0,0,13.0,5.0,4.0,2.0,,,,0.0,unknown,CS
[ALC] Promo Nike 30% OFF Nov,120235313060850087,OUTCOME_AWARENESS,2025-11-01,28982,23958,1.2097,38,0.131116,1.124737,1.474708,42.74,21.0,0,2.035238,3.0,0,14.246667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1116.0,0,0.038297,1.0,0,0,1117.0,0,0.038263,0,0,0,0.0,0,0,0.0,0,0,828.0,315.0,181.0,125.0,,,,21.0,female,CS
[ALC] Promo Nike 30% OFF Nov,120235313060850087,OUTCOME_AWARENESS,2025-11-01,38425,31917,1.203904,40,0.104099,1.41525,1.47326,56.61,19.0,0,2.979474,2.0,0,28.305,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1672.0,0,0.033858,6.0,0,0,1672.0,0,0.033858,0,0,0,0.0,0,0,0.0,0,0,1254.0,467.0,261.0,177.0,,,,19.0,male,CS
[ALC] Promo Nike 30% OFF Nov,120235313060850087,OUTCOME_AWARENESS,2025-11-01,299,249,1.200803,1,0.334448,0.45,1.505017,0.45,1.0,0,0.45,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,0,0.034615,0.0,0,0,13.0,0,0.034615,0,0,0,0.0,0,0,0.0,0,0,10.0,3.0,2.0,1.0,,,,1.0,unknown,CS
[ALC] Curso de Gestantes Nov.,120235518802250087,OUTCOME_AWARENESS,2025-11-01,117597,62947,1.868191,178,0.151364,1.097472,1.661182,195.35,127.0,0,1.538189,15.0,0,13.023333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,135.0,0,1.447037,8.0,0,0,135.0,0,1.447037,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,127.0,female,CS
[ALC] Curso de Gestantes Nov.,120235518802250087,OUTCOME_AWARENESS,2025-11-01,93628,53158,1.761315,119,0.127099,1.28605,1.634554,153.04,91.0,0,1.681758,10.0,0,15.304,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,93.0,0,1.645591,2.0,0,0,93.0,0,1.645591,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,91.0,male,CS
[ALC] Curso de Gestantes Nov.,120235518802250087,OUTCOME_AWARENESS,2025-11-01,853,551,1.548094,1,0.117233,1.54,1.805393,1.54,1.0,0,1.54,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,1.54,0.0,0,0,1.0,0,1.54,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1.0,unknown,CS
[BF] ALC Riachuelo,120235701472890087,OUTCOME_AWARENESS,2025-11-01,24778,18032,1.374113,33,0.133183,1.260303,1.678505,41.59,23.0,0,1.808261,3.0,0,13.863333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,0,1.299688,7.0,0,0,32.0,0,1.299688,0,0,0,0.0,0,0,0.0,0,0,3.0,1.0,1.0,,,,,23.0,female,CS
[BF] ALC Riachuelo,120235701472890087,OUTCOME_AWARENESS,2025-11-01,35138,22902,1.534276,40,0.113837,1.43625,1.634982,57.45,30.0,0,1.915,1.0,0,57.45,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,40.0,0,1.43625,7.0,0,0,40.0,0,1.43625,0,0,0,0.0,0,0,0.0,0,0,3.0,1.0,,,,,,30.0,male,CS
[BF] ALC Riachuelo,120235701472890087,OUTCOME_AWARENESS,2025-11-01,511,402,1.271144,1,0.195695,0.83,1.624266,0.83,1.0,0,0.83,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.83,0.0,0,0,1.0,0,0.83,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1.0,unknown,CS
[BF] ALC Adcos,120235701675980087,OUTCOME_AWARENESS,2025-11-01,82616,31401,2.630999,119,0.14404,1.131429,1.629709,134.64,38.0,0,3.543158,7.0,0,19.234286,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,59.0,0,2.282034,20.0,0,0,59.0,0,2.282034,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,38.0,female,CS
[BF] ALC Adcos,120235701675980087,OUTCOME_AWARENESS,2025-11-01,68812,27142,2.535259,83,0.120619,1.368434,1.650584,113.58,42.0,0,2.704286,5.0,0,22.716,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55.0,0,2.065091,13.0,0,0,55.0,0,2.065091,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,42.0,male,CS
[BF] ALC Adcos,120235701675980087,OUTCOME_AWARENESS,2025-11-01,1161,535,2.170093,2,0.172265,0.88,1.515935,1.76,1.0,0,1.76,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,1.76,0.0,0,0,1.0,0,1.76,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,1.0,unknown,CS
[BF] ALC Nike,120235703048250087,OUTCOME_AWARENESS,2025-11-01,45065,36469,1.235707,131,0.290691,0.549389,1.597027,71.97,73.0,0,0.98589,18.0,0,3.998333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,81.0,0,0.888519,3.0,0,0,82.0,0,0.877683,0,0,0,0.0,0,0,0.0,0,0,6.0,1.0,,,,,,73.0,female,CS
[BF] ALC Nike,120235703048250087,OUTCOME_AWARENESS,2025-11-01,48903,41630,1.174706,106,0.216756,0.724623,1.57066,76.81,62.0,0,1.238871,12.0,0,6.400833,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,69.0,0,1.113188,4.0,0,0,69.0,0,1.113188,0,0,0,0.0,0,0,0.0,0,0,5.0,1.0,1.0,1.0,,,,62.0,male,CS
[BF] ALC Nike,120235703048250087,OUTCOME_AWARENESS,2025-11-01,751,693,1.083694,3,0.399467,0.406667,1.624501,1.22,2.0,0,0.61,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.61,0.0,0,0,2.0,0,0.61,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,2.0,unknown,CS
[BF] Outlet Aniversário,120235703488080087,OUTCOME_AWARENESS,2025-11-01,26929,26102,1.031683,40,0.148539,1.2075,1.793605,48.3,30.0,0,1.61,1.0,0,48.3,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1204.0,0,0.040116,8.0,0,0,1204.0,0,0.040116,0,0,0,0.0,0,0,0.0,0,0,530.0,224.0,56.0,36.0,,,,30.0,female,CS
[BF] Outlet Aniversário,120235703488080087,OUTCOME_AWARENESS,2025-11-01,27853,25621,1.087116,34,0.122069,1.504118,1.836068,51.14,27.0,0,1.894074,2.0,0,25.57,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1670.0,0,0.030623,4.0,0,0,1670.0,0,0.030623,0,0,0,0.0,0,0,0.0,0,0,712.0,295.0,102.0,63.0,,,,27.0,male,CS
[BF] Outlet Aniversário,120235703488080087,OUTCOME_AWARENESS,2025-11-01,255,240,1.0625,1,0.392157,0.49,1.921569,0.49,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,0,0.037692,0.0,0,0,13.0,0,0.037692,0,0,0,0.0,0,0,0.0,0,0,2.0,3.0,,,,,,0.0,unknown,CS
[BF] Outlet Aniversário - 2,120235703619910087,OUTCOME_AWARENESS,2025-11-01,21004,16748,1.25412,14,0.066654,2.585,1.723005,36.19,1.0,0,36.19,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,6.031667,2.0,0,0,6.0,0,6.031667,0,0,0,0.0,0,0,0.0,0,0,7.0,2.0,2.0,1.0,,,,0.0,female,CS
[BF] Outlet Aniversário - 2,120235703619910087,OUTCOME_AWARENESS,2025-11-01,36452,26157,1.393585,23,0.063097,2.735217,1.725831,62.91,2.0,0,31.455,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,0,2.859545,5.0,0,0,22.0,0,2.859545,0,0,0,0.0,0,0,0.0,0,0,16.0,10.0,5.0,4.0,,,,1.0,male,CS
[BF] Outlet Aniversário - 2,120235703619910087,OUTCOME_AWARENESS,2025-11-01,482,400,1.205,0,0.0,0.0,1.721992,0.83,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,CS
[ALC] Black Friday Gastronomia,120235997770420087,OUTCOME_AWARENESS,2025-11-01,136804,63990,2.137897,537,0.392532,0.421881,1.656019,226.55,316.0,0,0.71693,72.0,0,3.146528,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,412.0,0,0.549879,22.0,0,0,412.0,0,0.549879,0,0,0,0.0,0,0,0.0,0,0,1.0,,,,,,,316.0,female,CS
[ALC] Black Friday Gastronomia,120235997770420087,OUTCOME_AWARENESS,2025-11-01,163878,74077,2.212266,432,0.263611,0.62838,1.656476,271.46,243.0,0,1.117119,49.0,0,5.54,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,332.0,0,0.817651,37.0,0,0,332.0,0,0.817651,0,0,0,0.0,0,0,0.0,0,0,2.0,1.0,,,,,,243.0,male,CS
[ALC] Black Friday Gastronomia,120235997770420087,OUTCOME_AWARENESS,2025-11-01,1316,850,1.548235,5,0.379939,0.388,1.474164,1.94,3.0,0,0.646667,1.0,0,1.94,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.646667,0.0,0,0,3.0,0,0.646667,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,3.0,unknown,CS
[ALC] Black Friday Jóias,120235998038130087,OUTCOME_AWARENESS,2025-11-01,161054,86493,1.862047,226,0.140326,1.096195,1.538242,247.74,141.0,0,1.757021,24.0,0,10.3225,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,730.0,0,0.33937,32.0,0,0,730.0,0,0.33937,0,0,0,0.0,0,0,0.0,0,0,399.0,153.0,87.0,57.0,,,,141.0,female,CS
[ALC] Black Friday Jóias,120235998038130087,OUTCOME_AWARENESS,2025-11-01,162669,89916,1.809122,191,0.117416,1.307277,1.534957,249.69,124.0,0,2.013629,12.0,0,20.8075,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,696.0,0,0.35875,28.0,0,0,696.0,0,0.35875,0,0,0,0.0,0,0,0.0,0,0,400.0,140.0,85.0,62.0,,,,124.0,male,CS
[ALC] Black Friday Jóias,120235998038130087,OUTCOME_AWARENESS,2025-11-01,1728,1148,1.505226,7,0.405093,0.367143,1.487269,2.57,6.0,0,0.428333,1.0,0,2.57,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.285556,0.0,0,0,9.0,0,0.285556,0,0,0,0.0,0,0,0.0,0,0,3.0,1.0,1.0,1.0,,,,6.0,unknown,CS
[ALC] Black Friday Inst.,120236147694890087,OUTCOME_AWARENESS,2025-11-01,281034,127728,2.200254,321,0.114221,1.510903,1.72577,485.0,193.0,0,2.512953,26.0,0,18.653846,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8636.0,0,0.05616,21.0,0,0,8636.0,0,0.05616,0,0,0,0.0,0,0,0.0,0,0,6384.0,2695.0,1599.0,1174.0,,,,192.0,female,CS
[ALC] Black Friday Inst.,120236147694890087,OUTCOME_AWARENESS,2025-11-01,297658,135753,2.192644,282,0.09474,1.81234,1.717004,511.08,197.0,0,2.594315,28.0,0,18.252857,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10473.0,0,0.0488,31.0,0,0,10473.0,0,0.0488,0,0,0,0.0,0,0,0.0,0,0,7718.0,3118.0,1794.0,1252.0,,,,197.0,male,CS
[ALC] Black Friday Inst.,120236147694890087,OUTCOME_AWARENESS,2025-11-01,2244,1145,1.959825,1,0.044563,3.92,1.746881,3.92,1.0,0,3.92,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,84.0,0,0.046667,1.0,0,0,84.0,0,0.046667,0,0,0,0.0,0,0,0.0,0,0,58.0,25.0,19.0,11.0,,,,1.0,unknown,CS
[ALC] Spedini,120236148302980087,OUTCOME_AWARENESS,2025-11-01,91808,46733,1.964522,112,0.121994,1.494286,1.822935,167.36,80.0,0,2.092,11.0,0,15.214545,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2915.0,0,0.057413,7.0,0,0,2915.0,0,0.057413,0,0,0,0.0,0,0,0.0,0,0,2159.0,876.0,526.0,393.0,,,,80.0,female,CS
[ALC] Spedini,120236148302980087,OUTCOME_AWARENESS,2025-11-01,99198,51256,1.935344,106,0.106857,1.711792,1.82917,181.45,68.0,0,2.668382,11.0,0,16.495455,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3640.0,0,0.049849,12.0,0,0,3640.0,0,0.049849,0,0,0,0.0,0,0,0.0,0,0,2750.0,1097.0,628.0,453.0,,,,68.0,male,CS
[ALC] Spedini,120236148302980087,OUTCOME_AWARENESS,2025-11-01,656,401,1.63591,0,0.0,0.0,1.814024,1.19,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,0,0.062632,0.0,0,0,19.0,0,0.062632,0,0,0,0.0,0,0,0.0,0,0,15.0,7.0,5.0,4.0,,,,0.0,unknown,CS
[ENG] Post Foto Papai Noel,120236148415870087,OUTCOME_ENGAGEMENT,2025-11-01,64170,40511,1.584014,868,1.352657,0.353721,4.784635,307.03,155.0,0,1.980839,53.0,0,5.793019,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,25378.0,0,0.012098,924.0,0,0,25378.0,0,0.012098,0,0,0,0.0,0,0,0.0,0,0,20007.0,11610.0,7732.0,2977.0,,,,155.0,female,CS
[ENG] Post Foto Papai Noel,120236148415870087,OUTCOME_ENGAGEMENT,2025-11-01,10003,6930,1.443434,144,1.439568,0.290625,4.183745,41.85,28.0,0,1.494643,7.0,0,5.978571,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3441.0,0,0.012162,138.0,0,0,3442.0,0,0.012159,0,0,0,0.0,0,0,0.0,0,0,2602.0,1487.0,964.0,363.0,,,,28.0,male,CS
[ENG] Post Foto Papai Noel,120236148415870087,OUTCOME_ENGAGEMENT,2025-11-01,199,142,1.401408,4,2.01005,0.2775,5.577889,1.11,1.0,0,1.11,1.0,0,1.11,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,75.0,0,0.0148,3.0,0,0,75.0,0,0.0148,0,0,0,0.0,0,0,0.0,0,0,53.0,36.0,29.0,16.0,,,,1.0,unknown,CS
[ENG] Decoração de Natal,120236148469040087,OUTCOME_ENGAGEMENT,2025-11-01,40382,21772,1.854768,915,2.265861,0.189508,4.293992,173.4,115.0,0,1.507826,39.0,0,4.446154,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16348.0,0,0.010607,373.0,0,0,16356.0,0,0.010602,0,0,0,0.0,0,0,0.0,0,0,8195.0,4941.0,3311.0,2779.0,,,,115.0,female,CS
