shopping,shopping_sigla,campanha,dispositivo,data,impressoes,cliques,ctr,custo,conversoes,valor_conversoes
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-09-26,41,2,0.04878048780487805,1.222093,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-09-26,84,1,0.011904761904761904,0.763333,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-09-26,60,2,0.03333333333333333,0.829222,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-09-26,94,3,0.031914893617021274,2.450751,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-09-26,84,2,0.023809523809523808,0.738303,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-09-26,49,2,0.04081632653061224,2.371405,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-09-27,47,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-09-27,50,3,0.06,1.749032,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-09-27,56,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-09-27,81,1,0.012345679012345678,0.459842,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-09-27,64,1,0.015625,0.757101,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-09-27,36,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-09-28,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-09-28,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-09-28,9,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-09-28,25,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-09-28,35,1,0.02857142857142857,0.718219,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-09-28,19,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-09-29,1,2,2.0,0.553774,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-09-29,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-09-29,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-09-29,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-09-30,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-09-30,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-09-30,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-09-30,8,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-09-30,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-09-30,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-01,56,1,0.017857142857142856,0.785784,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-01,48,1,0.020833333333333332,0.519127,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-01,52,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-01,42,2,0.047619047619047616,0.886197,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-10-01,11,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-01,20,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-02,43,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-02,18,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-02,48,1,0.020833333333333332,0.748392,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-02,40,1,0.025,1.197892,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-10-02,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-02,22,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-03,64,1,0.015625,0.578604,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-03,2,1,0.5,0.527757,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-03,87,1,0.011494252873563218,0.40365,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-03,57,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-10-03,9,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-04,14,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-04,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-04,37,2,0.05405405405405406,1.394568,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-04,48,2,0.041666666666666664,2.23554,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-10-04,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-04,39,1,0.02564102564102564,0.382047,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-05,28,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-05,11,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-05,52,2,0.038461538461538464,1.365893,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-05,18,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-06,32,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-06,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-06,21,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-06,28,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-06,19,1,0.05263157894736842,0.46258,1.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-07,17,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-07,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-07,27,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-07,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-10-07,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-07,27,1,0.037037037037037035,1.032711,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-08,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-08,37,2,0.05405405405405406,0.915826,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-08,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-08,27,1,0.037037037037037035,0.561118,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-09,47,4,0.0851063829787234,2.406476,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-09,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-09,52,4,0.07692307692307693,2.017742,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-09,20,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-09,31,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-10,50,1,0.02,0.644838,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-10,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-10,37,1,0.02702702702702703,0.422137,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-10,25,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NK],OTHER,2025-10-10,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-10,51,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-11,16,1,0.0625,0.843569,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-11,11,1,0.09090909090909091,0.43861,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-11,9,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-11,18,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-12,20,1,0.05,0.472018,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-12,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-12,8,1,0.125,0.420267,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-12,40,4,0.1,2.166192,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-12,33,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-13,94,1,0.010638297872340425,0.657084,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-13,9,2,0.2222222222222222,1.076983,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-13,53,2,0.03773584905660377,2.429546,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-13,132,4,0.030303030303030304,2.573603,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-13,68,2,0.029411764705882353,1.120068,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-14,57,3,0.05263157894736842,1.915404,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-14,17,1,0.058823529411764705,0.304911,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-14,51,5,0.09803921568627451,3.789991,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-14,81,2,0.024691358024691357,1.68639,1.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-14,52,1,0.019230769230769232,0.659162,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-15,19,1,0.05263157894736842,0.464147,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-15,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-15,21,1,0.047619047619047616,0.518971,1.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-15,53,2,0.03773584905660377,1.094202,1.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-15,22,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-16,10,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-16,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-16,18,3,0.16666666666666666,2.336745,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-16,46,3,0.06521739130434782,3.543956,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-16,20,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-17,29,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-17,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-17,31,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-18,30,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-18,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-18,42,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-18,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-18,29,1,0.034482758620689655,0.594098,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-19,38,1,0.02631578947368421,1.180925,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-19,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-19,22,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-19,48,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-19,21,2,0.09523809523809523,2.484763,0.0,0.0
GERAL,GERAL,[DISPLAY - GIFTCARD - GS],OTHER,2025-10-19,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-20,10,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-20,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DISPLAY - GIFTCARD - NS],OTHER,2025-10-20,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-20,33,1,0.030303030303030304,1.733465,1.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-20,23,2,0.08695652173913043,3.002986,0.0,0.0
GERAL,GERAL,[DISPLAY - GIFTCARD - GS],OTHER,2025-10-20,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-21,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-21,8,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-21,8,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-21,17,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-22,2,1,0.5,0.322106,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-22,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-22,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DISPLAY - GIFTCARD - NS],OTHER,2025-10-22,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-22,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-22,9,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - BS],OTHER,2025-10-23,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-23,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-23,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-23,10,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-24,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-24,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-24,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-24,18,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-25,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-25,11,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-25,17,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-25,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DISPLAY - GIFTCARD - GS],OTHER,2025-10-25,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[ALC - GIFTCARD - NS],OTHER,2025-10-25,1,0,0.0,0.007146,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-26,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-26,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-26,10,1,0.1,0.878474,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-26,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-27,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-27,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-27,8,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-27,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-28,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-28,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-28,9,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-28,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-29,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-29,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-29,15,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-29,21,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-10-30,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-10-30,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-30,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-30,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DISPLAY - GIFTCARD - BS],OTHER,2025-10-31,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-10-31,8,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-10-31,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-11-01,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-11-01,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-11-01,11,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-11-01,15,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-11-02,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-11-02,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-11-02,16,1,0.0625,0.780619,0.0,0.0
GERAL,GERAL,[DISPLAY - GIFTCARD - GS],OTHER,2025-11-02,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-11-03,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-11-03,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-11-03,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - GS],OTHER,2025-11-04,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-11-04,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-11-04,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - CS],OTHER,2025-11-05,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NS],OTHER,2025-11-05,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - GIFTCARD - NR],OTHER,2025-11-05,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - NR],OTHER,2025-11-08,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - GS],OTHER,2025-11-08,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - CS],OTHER,2025-11-08,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - CS],OTHER,2025-11-09,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - BS],OTHER,2025-11-14,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - CS],OTHER,2025-11-17,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - CHAPEUZINHO VERMELHO - GS],OTHER,2025-11-18,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - CHAPEUZINHO VERMELHO - GS],OTHER,2025-11-19,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - CHAPEUZINHO VERMELHO - GS],OTHER,2025-11-20,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - CHAPEUZINHO VERMELHO - GS],OTHER,2025-11-21,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - NR],OTHER,2025-11-22,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - CS],OTHER,2025-11-22,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - NS],OTHER,2025-11-22,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - CHAPEUZINHO VERMELHO - GS],OTHER,2025-11-22,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - NR],OTHER,2025-11-23,21,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - GS],OTHER,2025-11-23,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - CS],OTHER,2025-11-23,16,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - NS],OTHER,2025-11-23,13,1,0.07692307692307693,0.966868,0.0,0.0
GERAL,GERAL,[DEMAND GEN - CHAPEUZINHO VERMELHO - GS],OTHER,2025-11-23,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - NR],OTHER,2025-11-24,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - NK],OTHER,2025-11-24,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,[DEMAND GEN - NATAL 25 - GS],OTHER,2025-11-24,11,0,0.0,0.0,0.0,0.0
